index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
68;000013334;2005;6;23;8000.0;8000.0;0.0;8000.0;2;0;0;0;0;0;0;0;4.949628046035187;31;0;0;0;0;0;3284.8899735913355;04;1;1;Depot;H607;71;Warm (20° bis 31,99° C);Tag;Klar;New York;Sommer;Kollision;Speed;Human Factors;Güterzug, Lokomotive;6630.200563567048;Nicht Signifikant;False
69;000013385;2005;6;23;7466.0;7466.0;0.0;7466.0;2;1;0;0;0;0;0;0;2.958916643910756;1;1;0;0;0;0;558.2564391184076;04;5;1;Depot;H307;84;Warm (20° bis 31,99° C);Abend;Klar;Alabama;Sommer;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Lokomotive;6187.634675948948;Nicht Signifikant;False
70;000013543;2005;7;6;33221.0;33221.0;6000.0;27221.0;2;0;0;0;0;0;0;0;3.5;34;1;71;0;0;2;6121.796616394265;04;7;1;Depot;H020;88;Warm (20° bis 31,99° C);Tag;Klar;Tennessee;Sommer;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;27886.34265088559;Nicht Signifikant;False
71;000013676;2005;7;14;54644.0;54644.0;4000.0;50644.0;3;0;0;0;0;0;0;0;5.0;30;1;7;0;0;5;3722.6367686321923;04;7;1;Depot;H702;71;Warm (20° bis 31,99° C);Abend;Regen;Indiana;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;45283.83193834424;Nicht Signifikant;False
72;000013830;2005;7;20;12000.0;12000.0;0.0;12000.0;3;1;0;1;0;0;0;0;3.5;4;0;0;0;0;0;1334.8899735913355;04;1;1;Industriestrecke;M501;89;Warm (20° bis 31,99° C);Tag;Klar;Alabama;Sommer;Kollision;Other Miscellaneous;Miscellaneous Causes;Güterzug, Lokomotive;9947.774185525988;Signifikant;False
73;000013859;2005;7;22;21306.0;21306.0;500.0;20806.0;3;1;0;0;0;0;0;0;5.0;36;0;74;0;0;2;6421.041655087933;04;7;1;Depot;H104;78;Warm (20° bis 31,99° C);Tag;Klar;Louisiana;Sommer;Kollision;Employee Physical Condition;Human Factors;Depot/Rangieren, Lokomotive;17545.91122457383;Nicht Signifikant;False
74;000013889;2005;7;24;69502.0;69502.0;1000.0;68502.0;3;1;0;1;0;0;0;0;4.5;30;1;28;0;0;1;4356.091244585321;01;7;1;Depot;H306;64;Moderat (0° bis 19,99° C);Abend;Klar;New York;Sommer;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;57482.42494417335;Signifikant;False
75;000013896;2005;7;24;238496.0;238496.0;2500.0;235996.0;3;0;0;0;0;0;0;0;5.5;39;0;27;0;0;3;5332.81268337866;04;7;1;Depot;H702;85;Warm (20° bis 31,99° C);Tag;Klar;North Carolina;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Lokomotive;197250.84773798691;Signifikant;False
76;000014056;2005;7;31;21594.0;21594.0;500.0;21094.0;2;0;0;0;0;0;0;0;7.935695149221832;29;0;23;0;0;2;4071.972762622714;01;7;1;Depot;M409;58;Moderat (0° bis 19,99° C);Abend;Klar;New York;Sommer;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;17733.431879773343;Nicht Signifikant;False
77;000014084;2005;8;1;68960.0;68960.0;1100.0;67860.0;2;0;0;0;0;0;0;0;4.949628046035187;105;3;0;0;0;0;13021.979282049886;04;6;1;Depot;H306;68;Warm (20° bis 31,99° C);Abend;Klar;New York;Sommer;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;56436.69694737704;Nicht Signifikant;False
78;000014248;2005;8;6;294620.0;294620.0;0.0;294620.0;2;0;0;0;0;0;0;0;28.838164871528356;91;0;93;0;0;0;15947.406123213259;09;6;3;Hauptstrecke;M402;73;Warm (20° bis 31,99° C);Tag;Klar;Virginia;Sommer;Kollision;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Güterzug;237967.79925690594;Signifikant;False
79;000014260;2005;8;8;7379.0;7379.0;0.0;7379.0;6;0;0;0;0;0;0;0;6.940339448159618;32;3;12;0;0;1;2665.058600564447;04;6;1;Depot;H514;80;Warm (20° bis 31,99° C);Abend;Klar;Tennessee;Sommer;Kollision;Train Handling/Train Makeup;Human Factors;EinzelneWagen, Güterzug;5965.238480194017;Nicht Signifikant;False
80;000014381;2005;8;12;40763.0;40763.0;600.0;40163.0;1;0;0;0;0;0;0;0;4.949628046035187;16;2;19;0;0;0;2507.598615655214;04;7;3;Nebenstrecke;H702;85;Warm (20° bis 31,99° C);Tag;Klar;Tennessee;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;32722.967006502367;Nicht Signifikant;False
81;000014392;2005;8;12;13517.0;13517.0;2000.0;11517.0;1;0;0;0;0;0;0;0;6.940339448159618;1;0;1;0;0;0;213.98378192291796;04;7;1;Depot;H306;95;Heiß (>= 32° C);Tag;Klar;Ohio;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;10850.927189531989;Nicht Signifikant;False
82;000014395;2005;8;12;12100.0;12100.0;600.0;11500.0;0;0;0;0;0;0;0;0;12.91247365453291;2;2;0;0;0;0;336.5128782368152;04;5;1;Depot;S011;94;Heiß (>= 32° C);Tag;Klar;Georgia;Sommer;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;EinzelneWagen, EinzelneWagen;9713.414144657621;Nicht Signifikant;True
83;000014957;2005;9;8;136585.0;136585.0;2500.0;134085.0;8;1;0;0;0;0;0;0;9.889609827019395;33;0;41;0;0;7;3649.779947182671;05;1;2;Depot;H702;80;Warm (20° bis 31,99° C);Tag;Klar;Illinois;Sommer;Kollision;Switches, Use of;Human Factors;Güterzug, Güterzug, Lokomotive, Lokomotive;109989.53132549525;Nicht Signifikant;False
84;000014993;2005;9;10;16517.0;16517.0;100.0;16417.0;4;0;0;0;0;0;0;0;5.0;21;0;6;0;0;1;2642.8443581824363;04;7;1;Depot;H306;64;Moderat (0° bis 19,99° C);Abend;Klar;Illinois;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;13340.602536144092;Nicht Signifikant;False
85;000015163;2005;9;16;119681.0;119681.0;200.0;119481.0;2;0;0;0;0;0;0;0;7.5;125;0;61;0;0;1;17722.17512457419;04;7;1;Depot;H702;85;Warm (20° bis 31,99° C);Tag;Klar;Tennessee;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;97754.63530180512;Nicht Signifikant;False
86;000015176;2005;9;17;20500.0;20500.0;500.0;20000.0;1;0;0;0;0;0;0;0;9.926406551346263;17;3;3;0;0;0;2153.8225178064713;04;7;1;Depot;H306;85;Warm (20° bis 31,99° C);Abend;Klar;Florida;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;16791.80887372014;Nicht Signifikant;False
87;000015216;2005;9;12;19422.0;19422.0;500.0;18922.0;0;0;0;0;0;0;0;0;3.9542723449729715;2;0;0;0;0;0;297.294796241188;04;5;1;Depot;H316;85;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Sommer;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;15773.572646796069;Nicht Signifikant;False
88;000015293;2005;9;22;38183.0;38183.0;700.0;37483.0;3;0;0;0;0;0;0;0;4.0;71;1;60;0;0;0;9992.95074241714;04;7;1;Depot;H307;70;Warm (20° bis 31,99° C);Abend;Klar;New York;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;31236.092931937175;Nicht Signifikant;False
89;000015294;2005;9;22;1812590.0;1812590.0;45000.0;1767590.0;4;2;0;6;0;0;0;0;36.5;60;13;60;0;0;5;9903.0;02;1;3;Hauptstrecke;H405;68;Warm (20° bis 31,99° C);Abend;Nebel;Virginia;Sommer;Kollision;Main Track Authority;Human Factors;Güterzug, Güterzug;1482812.5;Schwer;False
90;000015329;2005;9;23;49607.0;49607.0;4000.0;45607.0;1;0;0;0;0;0;0;0;4.949628046035187;72;3;22;0;0;2;8991.92273016328;01;7;1;Nebenstrecke;H306;75;Warm (20° bis 31,99° C);Abend;Klar;Kentucky;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;40936.623205149364;Nicht Signifikant;False
91;000015408;2005;9;27;41122.0;41122.0;300.0;40822.0;2;0;0;1;0;0;0;0;8.0;29;0;46;0;0;1;4770.760162856041;04;7;1;Depot;H607;66;Moderat (0° bis 19,99° C);Abend;Klar;New York;Herbst;Kollision;Speed;Human Factors;Depot/Rangieren, Depot/Rangieren;34254.06080799667;Signifikant;False
92;000015546;2005;10;4;21453.0;21453.0;1900.0;19553.0;5;2;0;0;0;0;0;0;2.5;45;0;102;0;0;3;7977.135572956419;04;7;1;Depot;H999;75;Warm (20° bis 31,99° C);Abend;Klar;Ohio;Herbst;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Güterzug;17970.346791757413;Nicht Signifikant;False
93;000015606;2005;10;6;34115.0;34115.0;1000.0;33115.0;2;0;0;0;0;0;0;0;4.0;28;6;11;0;0;3;3711.992696167883;04;7;1;Depot;M411;80;Warm (20° bis 31,99° C);Tag;Wolkig;Georgia;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;28285.382638255534;Nicht Signifikant;False
94;000015932;2005;10;21;12500.0;12500.0;500.0;12000.0;2;0;0;0;0;0;0;0;3.9542723449729715;84;0;32;0;0;0;10600.0;04;6;1;Hauptstrecke;H702;70;Warm (20° bis 31,99° C);Abend;Klar;Florida;Herbst;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;10406.260406260406;Nicht Signifikant;False
95;000015943;2005;10;21;18000.0;18000.0;0.0;18000.0;2;0;0;0;0;0;0;0;3.9542723449729715;39;0;0;0;0;0;6058.706794354662;04;6;1;Industriestrecke;H302;81;Warm (20° bis 31,99° C);Tag;Klar;Georgia;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;14985.014985014985;Nicht Signifikant;False
96;000015992;2005;10;24;11262.0;11262.0;1000.0;10262.0;1;1;0;0;0;0;0;0;6.940339448159618;6;2;25;0;0;0;1552.7028316285596;03;7;1;Depot;H702;71;Warm (20° bis 31,99° C);Abend;Regen;Georgia;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;9429.002009377095;Nicht Signifikant;False
97;000016023;2005;10;18;194331.0;194331.0;2600.0;191731.0;4;1;0;0;0;0;0;0;4.5;100;0;41;0;0;4;12245.0;04;1;1;Hauptstrecke;H221;55;Moderat (0° bis 19,99° C);Abend;Klar;North Carolina;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;162797.1852224177;Signifikant;False
98;000016062;2005;10;26;10750.0;10750.0;0.0;10750.0;0;0;0;0;0;0;0;0;1.9635609428485408;1;0;1;0;0;0;213.98378192291796;04;5;1;Depot;H302;70;Warm (20° bis 31,99° C);Abend;Klar;Florida;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;8914.5036901899;Nicht Signifikant;False
99;000016111;2005;10;31;278124.0;278124.0;30000.0;248124.0;4;2;0;2;0;0;0;0;34.81029907790165;15;0;182;0;0;8;7447.0;03;1;4;Hauptstrecke;H605;58;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Herbst;Kollision;Speed;Human Factors;Güterzug, Güterzug;231326.6239707228;Signifikant;False
100;000016209;2005;11;2;32793.0;32793.0;500.0;32293.0;4;0;0;0;0;0;0;0;7.935695149221832;53;4;39;0;0;0;9023.0;04;1;1;Depot;T319;50;Moderat (0° bis 19,99° C);Abend;Wolkig;Florida;Herbst;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Güterzug, Güterzug;27345.730486991328;Nicht Signifikant;False
101;000016276;2005;11;5;12453.0;12453.0;500.0;11953.0;1;0;0;0;0;0;0;0;4.0;19;2;0;0;0;0;2270.3890952342094;01;7;1;Depot;H310;50;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;10467.637993835808;Nicht Signifikant;False
102;000016353;2005;11;8;32088.0;32088.0;800.0;31288.0;2;0;0;0;0;0;0;0;3.9542723449729715;37;2;30;0;0;4;5237.335181568142;01;7;1;Depot;H702;45;Moderat (0° bis 19,99° C);Abend;Klar;Massachusetts;Herbst;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;27329.869687420152;Nicht Signifikant;False
103;000016395;2005;11;8;8168.0;8168.0;50.0;8118.0;3;0;0;0;0;0;0;0;3.0;3;0;1;0;0;0;145.0;04;1;4;Hauptstrecke;H210;78;Warm (20° bis 31,99° C);Tag;Klar;South Carolina;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;6956.817988246316;Nicht Signifikant;False
104;000016677;2005;11;26;14592.0;14592.0;1500.0;13092.0;2;1;0;0;0;0;0;0;5.0;5;1;0;0;0;0;658.1761108267771;04;7;1;Depot;H399;26;Kalt (-30° - 0,01° C);Abend;Klar;Kentucky;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;12418.018835810733;Nicht Signifikant;False
105;000016744;2005;11;28;9263.0;9263.0;200.0;9063.0;1;0;0;0;0;0;0;0;4.0;18;1;9;0;0;0;2411.040321606033;04;7;1;Depot;H310;50;Moderat (0° bis 19,99° C);Tag;Wolkig;Georgia;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;7899.539484905338;Nicht Signifikant;False
106;000016941;2005;12;6;26571.0;26571.0;5000.0;21571.0;3;0;0;0;0;0;0;0;7.935695149221832;59;2;18;0;0;2;7371.6815294411535;01;7;1;Depot;H702;26;Kalt (-30° - 0,01° C);Abend;Klar;Massachusetts;Herbst;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;22550.284307901216;Nicht Signifikant;False
107;000017297;2005;12;19;24512.0;24512.0;0.0;24512.0;2;0;0;0;0;0;0;0;5.0;12;0;11;0;0;0;3264.8895802633097;04;6;1;Nebenstrecke;H318;47;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Georgia;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Lokomotive;20465.89296150956;Nicht Signifikant;False
108;000017477;2005;12;21;16600.0;16600.0;600.0;16000.0;4;0;0;0;0;0;0;0;3.9542723449729715;0;0;0;0;0;0;69.7799471826711;04;8;1;Depot;H307;37;Moderat (0° bis 19,99° C);Tag;Klar;Kentucky;Winter;Kollision;General Switching Rules;Human Factors;Lokomotive, Lokomotive;13982.479784366576;Nicht Signifikant;False
109;000017651;2005;12;23;39355.0;39355.0;1000.0;38355.0;3;0;0;0;0;0;0;0;4.949628046035187;62;2;15;0;0;0;8979.647505174318;05;6;1;Hauptstrecke;H302;47;Moderat (0° bis 19,99° C);Tag;Klar;Kentucky;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;33185.76608483009;Nicht Signifikant;False
110;000019083;2006;1;4;19075.0;19075.0;1400.0;17675.0;2;0;0;0;0;0;0;0;8.931050850284048;31;3;0;0;0;0;3458.4345207668866;04;6;1;Depot;H210;38;Moderat (0° bis 19,99° C);Tag;Wolkig;New York;Winter;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;EinzelneWagen, Güterzug;15786.6423901349;Nicht Signifikant;False
111;000019841;2006;1;17;9805.0;9805.0;500.0;9305.0;6;0;0;0;0;0;0;0;4.0;28;0;11;0;0;4;3595.8184848004084;04;7;1;Depot;H306;46;Moderat (0° bis 19,99° C);Abend;Regen;Michigan;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;8120.08281573499;Nicht Signifikant;False
112;000019845;2006;1;17;230624.0;230624.0;18050.0;212574.0;6;0;0;0;0;0;0;0;7.0;113;3;115;0;0;4;20790.0;03;1;1;Depot;H306;45;Moderat (0° bis 19,99° C);Tag;Wolkig;Pennsylvania;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;190992.96066252587;Signifikant;False
113;000019869;2006;1;17;9983.0;9983.0;2000.0;7983.0;0;0;0;0;0;0;0;0;4.949628046035187;3;3;0;0;0;0;469.8793437638873;01;6;1;Depot;M411;42;Moderat (0° bis 19,99° C);Tag;Regen;Tennessee;Winter;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, EinzelneWagen;8267.494824016563;Nicht Signifikant;False
114;000019966;2006;1;23;15088.0;15088.0;50.0;15038.0;0;0;0;0;0;0;0;0;4.949628046035187;39;0;1;0;0;1;4538.245948654147;01;6;1;Depot;H306;40;Moderat (0° bis 19,99° C);Abend;Regen;Virginia;Winter;Entgleisung;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;12289.647307974261;Nicht Signifikant;False
115;000019973;2006;1;28;9775.0;9775.0;0.0;9775.0;0;0;0;0;0;0;0;0;3.9542723449729715;2;0;0;0;0;0;297.294796241188;04;5;1;Depot;S016;64;Moderat (0° bis 19,99° C);Abend;Wolkig;Georgia;Winter;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;EinzelneWagen, EinzelneWagen;8050.568275407676;Nicht Signifikant;False
116;000020084;2005;12;23;7977.0;7977.0;50.0;7927.0;0;0;0;0;0;0;0;0;3.0;1;0;2;0;0;0;244.43019213390642;04;6;1;Depot;H302;4;Kalt (-30° - 0,01° C);Tag;Klar;New York;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;6726.536807487984;Nicht Signifikant;False
117;000020120;2006;1;27;61904.0;61904.0;4000.0;57904.0;2;0;0;0;0;0;0;0;4.949628046035187;38;2;29;0;0;4;4794.730945353831;01;6;1;Depot;H306;30;Kalt (-30° - 0,01° C);Abend;Klar;Maryland;Winter;Entgleisung;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;50857.70621097601;Nicht Signifikant;False
118;000020172;2006;1;31;16904.0;16904.0;50.0;16854.0;4;0;0;0;0;0;0;0;4.949628046035187;17;0;1;0;0;0;1798.647398120594;04;5;1;Depot;H306;45;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Tennessee;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;13949.4966166034;Nicht Signifikant;False
119;000020251;2006;2;3;33627.0;33627.0;1200.0;32427.0;3;0;0;0;0;0;0;0;5.0;53;2;26;0;0;0;6929.748194714697;04;7;1;Depot;H301;39;Moderat (0° bis 19,99° C);Abend;Klar;New York;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;27880.772738578893;Nicht Signifikant;False
120;000020791;2006;2;28;9037.0;9037.0;100.0;8937.0;2;0;0;0;0;0;0;0;9.0;8;0;34;0;0;20;1324.6756144352892;01;6;1;Depot;H505;0;Kalt (-30° - 0,01° C);Abend;Wolkig;Maryland;Winter;Entgleisung;Train Handling/Train Makeup;Human Factors;EinzelneWagen, Güterzug;7610.105263157895;Nicht Signifikant;False
121;000020955;2006;4;12;19027.0;19027.0;0.0;19027.0;2;0;0;0;0;0;0;0;3.9542723449729715;0;0;1;0;0;0;100.22635739365951;04;5;1;Depot;H307;75;Warm (20° bis 31,99° C);Abend;Klar;Florida;Frühling;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Lokomotive;15692.37113402062;Nicht Signifikant;False
122;000020960;2006;3;7;32300.0;32300.0;200.0;32100.0;2;1;0;0;0;0;0;0;4.5;2;0;16;0;0;0;784.4373596170027;04;7;1;Depot;H306;58;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;27113.23763955343;Nicht Signifikant;False
123;000021333;2006;3;31;27714.0;27714.0;1000.0;26714.0;2;0;0;0;0;0;0;0;5.944983747097401;30;0;28;0;0;2;4337.962238206915;04;7;1;Depot;H306;50;Moderat (0° bis 19,99° C);Abend;Klar;South Carolina;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;22896.563119629875;Nicht Signifikant;False
124;000021552;2006;3;31;10262.0;10262.0;200.0;10062.0;2;1;0;0;0;0;0;0;4.5;15;0;16;0;0;2;2266.243947736177;04;7;1;Depot;H307;80;Warm (20° bis 31,99° C);Tag;Klar;Georgia;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;8478.189028420358;Nicht Signifikant;False
125;000021635;2006;4;4;29623.0;29623.0;0.0;29623.0;1;0;0;0;0;0;0;0;9.5;27;0;16;0;0;0;3628.3729728484645;04;7;1;Depot;M407;80;Warm (20° bis 31,99° C);Tag;Klar;Georgia;Frühling;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;24247.360235737087;Nicht Signifikant;False
126;000021690;2006;5;12;21350.0;21350.0;1500.0;19850.0;2;0;0;0;0;0;0;0;4.0;28;3;27;0;0;0;4135.868032692037;04;7;1;Depot;H307;58;Moderat (0° bis 19,99° C);Tag;Regen;Ohio;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;16532.445408084248;Nicht Signifikant;False
127;000022668;2006;5;22;72637.0;72637.0;2800.0;69837.0;1;0;0;0;0;0;0;0;4.949628046035187;9;0;16;0;0;1;1582.219365941219;01;7;1;Depot;H306;60;Moderat (0° bis 19,99° C);Abend;Klar;North Carolina;Frühling;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;56956.794479730255;Nicht Signifikant;False
128;000022837;2006;5;25;19922.0;19922.0;1000.0;18922.0;6;0;0;2;0;0;0;0;38.79172188215051;30;2;55;0;0;0;5047.0;04;1;1;Hauptstrecke;H302;80;Warm (20° bis 31,99° C);Abend;Klar;Alabama;Frühling;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;15618.972951783613;Signifikant;True
129;000022887;2006;5;30;17142.0;17142.0;4000.0;13142.0;4;0;0;0;0;0;0;0;3.9542723449729715;125;9;0;0;0;0;16959.889973591336;01;1;1;Industriestrecke;M501;70;Warm (20° bis 31,99° C);Tag;Klar;Ohio;Frühling;Entgleisung;Other Miscellaneous;Miscellaneous Causes;Güterzug, Lokomotive;13351.507126723265;Nicht Signifikant;False
130;000023062;2006;6;1;27956.0;27956.0;0.0;27956.0;0;0;0;0;0;0;0;0;5.0;0;0;2;0;0;0;130.67276760464793;09;A;3;Hauptstrecke;H993;78;Warm (20° bis 31,99° C);Tag;Klar;Kentucky;Frühling;Kollision;Miscellaneous;Human Factors;Wartungszug, Wartungszug;21950.37688442211;Nicht Signifikant;False
131;000023265;2006;6;12;44761.0;44761.0;100.0;44661.0;3;0;0;0;0;0;0;0;4.949628046035187;60;2;59;0;0;2;1834.8899735913355;04;1;1;Industriestrecke;M501;75;Warm (20° bis 31,99° C);Tag;Regen;Florida;Frühling;Kollision;Other Miscellaneous;Miscellaneous Causes;Güterzug, Lokomotive;35603.72255806554;Nicht Signifikant;False
132;000023323;2006;6;14;94681.0;94681.0;1200.0;93481.0;0;0;0;0;0;0;0;0;9.926406551346263;26;2;0;0;0;0;3066.6910669390186;01;6;1;Depot;H318;90;Heiß (>= 32° C);Tag;Klar;Alabama;Frühling;Entgleisung;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;75364.96059858314;Nicht Signifikant;False
133;000023477;2006;6;19;12693.0;12693.0;50.0;12643.0;0;0;0;0;0;0;0;0;4.949628046035187;1;0;1;0;0;0;213.98378192291796;04;5;1;Depot;H316;88;Warm (20° bis 31,99° C);Tag;Klar;North Carolina;Frühling;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;10081.01024541339;Nicht Signifikant;False
134;000023497;2006;6;21;86476.0;86476.0;15000.0;71476.0;1;0;0;0;0;0;0;0;3.5;62;3;14;0;0;2;7016.42646507136;04;6;1;Depot;H318;68;Warm (20° bis 31,99° C);Tag;Klar;New York;Sommer;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;68457.88473717542;Nicht Signifikant;False
135;000023542;2006;6;23;41000.0;41000.0;1000.0;40000.0;4;3;0;0;0;0;0;0;3.9542723449729715;0;0;71;0;0;0;3823.8899735913355;04;1;1;Nebenstrecke;H306;90;Heiß (>= 32° C);Tag;Klar;Tennessee;Sommer;Kollision;General Switching Rules;Human Factors;Güterzug, Lokomotive;32794.752839545676;Nicht Signifikant;False
136;000023598;2006;6;25;85194.0;85194.0;10000.0;75194.0;5;1;0;0;0;0;0;0;15.898540757719555;155;1;41;0;0;2;18682.0;03;1;4;Hauptstrecke;H221;81;Warm (20° bis 31,99° C);Tag;Regen;Maryland;Sommer;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;67930.57622793961;Nicht Signifikant;False
137;000023726;2006;7;2;167563.0;167563.0;10000.0;157563.0;2;0;0;0;0;0;0;0;7.935695149221832;17;3;82;0;0;3;4563.529028332777;04;7;1;Depot;S011;85;Warm (20° bis 31,99° C);Tag;Klar;New York;Sommer;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, Depot/Rangieren;131274.3843522315;Nicht Signifikant;False
138;000023738;2006;7;1;25328.0;25328.0;300.0;25028.0;2;1;0;0;0;0;0;0;17.0;1;0;7;0;0;0;358.647398120594;04;5;1;Industriestrecke;H999;91;Heiß (>= 32° C);Tag;Klar;Georgia;Sommer;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;19882.77161398367;Nicht Signifikant;True
139;000023795;2006;7;5;13100.0;13100.0;100.0;13000.0;5;0;0;0;0;0;0;0;1.9635609428485408;40;0;70;0;0;1;6489.097794912632;04;7;1;Depot;H305;71;Warm (20° bis 31,99° C);Tag;Klar;New York;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;10239.174613099889;Nicht Signifikant;False
140;000023862;2006;7;9;21992.0;21992.0;0.0;21992.0;3;0;0;0;0;0;0;0;7.935695149221832;14;0;25;0;0;0;2423.544145867;04;7;1;Depot;H302;75;Warm (20° bis 31,99° C);Abend;Klar;Alabama;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;17234.20928896087;Nicht Signifikant;False
141;000023964;2006;6;26;12000.0;12000.0;0.0;12000.0;0;0;0;1;0;0;0;0;9.926406551346263;0;0;2;0;0;0;130.67276760464793;09;A;4;Hauptstrecke;H607;78;Warm (20° bis 31,99° C);Tag;Klar;Michigan;Sommer;Kollision;Speed;Human Factors;Wartungszug, Wartungszug;9553.379508000955;Signifikant;False
142;000024058;2006;7;15;24398.0;24398.0;100.0;24298.0;2;0;0;0;0;0;0;0;4.0;97;0;40;0;0;1;3554.226416650279;04;6;1;Depot;H018;90;Heiß (>= 32° C);Tag;Regen;Georgia;Sommer;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;19326.169038629105;Nicht Signifikant;False
